go_id,name_1006,namespace_1003
GO:0004789,thiamine-phosphate diphosphorylase activity,molecular_function
GO:0008902,hydroxymethylpyrimidine kinase activity,molecular_function
GO:0008972,phosphomethylpyrimidine kinase activity,molecular_function
GO:0010077,maintenance of inflorescence meristem identity,biological_process
GO:0010582,floral meristem determinacy,biological_process
GO:0031490,chromatin DNA binding,molecular_function
GO:0043621,protein self-association,molecular_function
GO:0031515,tRNA (m1A) methyltransferase complex,cellular_component
GO:0009410,response to xenobiotic stimulus,biological_process
GO:0000987,core promoter proximal region sequence-specific DNA binding,molecular_function
GO:0033746,histone demethylase activity (H3-R2 specific),molecular_function
GO:0033749,histone demethylase activity (H4-R3 specific),molecular_function
GO:0043985,histone H4-R3 methylation,biological_process
GO:0070078,histone H3-R2 demethylation,biological_process
GO:0070079,histone H4-R3 demethylation,biological_process
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",molecular_function
GO:0004749,ribose phosphate diphosphokinase activity,molecular_function
GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process
GO:0044249,cellular biosynthetic process,biological_process
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,molecular_function
GO:0006543,glutamine catabolic process,biological_process
GO:0070409,carbamoyl phosphate biosynthetic process,biological_process
GO:0042761,very long-chain fatty acid biosynthetic process,biological_process
GO:0008429,phosphatidylethanolamine binding,molecular_function
GO:0046739,transport of virus in multicellular host,biological_process
GO:0004830,tryptophan-tRNA ligase activity,molecular_function
GO:0006436,tryptophanyl-tRNA aminoacylation,biological_process
GO:0008115,sarcosine oxidase activity,molecular_function
GO:0046653,tetrahydrofolate metabolic process,biological_process
GO:0006790,sulfur compound metabolic process,biological_process
GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity",molecular_function
GO:0016050,vesicle organization,biological_process
GO:0003727,single-stranded RNA binding,molecular_function
GO:1901918,negative regulation of exoribonuclease activity,biological_process
GO:0045153,"electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity",molecular_function
GO:0006349,regulation of gene expression by genetic imprinting,biological_process
GO:0031519,PcG protein complex,cellular_component
GO:0030570,pectate lyase activity,molecular_function
GO:0005985,sucrose metabolic process,biological_process
GO:0016157,sucrose synthase activity,molecular_function
GO:0016589,NURF complex,cellular_component
GO:0016817,"hydrolase activity, acting on acid anhydrides",molecular_function
GO:0031491,nucleosome binding,molecular_function
GO:0043044,ATP-dependent chromatin remodeling,biological_process
GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,molecular_function
GO:0051289,protein homotetramerization,biological_process
GO:0000213,tRNA-intron endonuclease activity,molecular_function
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",biological_process
GO:0016667,"oxidoreductase activity, acting on a sulfur group of donors",molecular_function
GO:0032542,sulfiredoxin activity,molecular_function
GO:0032040,small-subunit processome,cellular_component
GO:0050269,coniferyl-aldehyde dehydrogenase activity,molecular_function
GO:0008356,asymmetric cell division,biological_process
GO:0010005,"cortical microtubule, transverse to long axis",cellular_component
GO:0040020,regulation of meiotic nuclear division,biological_process
GO:0048229,gametophyte development,biological_process
GO:0006761,dihydrofolate biosynthetic process,biological_process
GO:0008841,dihydrofolate synthase activity,molecular_function
GO:0004334,fumarylacetoacetase activity,molecular_function
GO:0006572,tyrosine catabolic process,biological_process
GO:1902000,homogentisate catabolic process,biological_process
GO:0004805,trehalose-phosphatase activity,molecular_function
GO:0005992,trehalose biosynthetic process,biological_process
GO:0031304,intrinsic component of mitochondrial inner membrane,cellular_component
GO:0004300,enoyl-CoA hydratase activity,molecular_function
GO:0009923,fatty acid elongase complex,cellular_component
GO:0048640,negative regulation of developmental growth,biological_process
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,biological_process
GO:0080023,3R-hydroxyacyl-CoA dehydratase activity,molecular_function
GO:0052542,defense response by callose deposition,biological_process
GO:0016830,carbon-carbon lyase activity,molecular_function
GO:0004097,catechol oxidase activity,molecular_function
GO:0006559,L-phenylalanine catabolic process,biological_process
GO:0009800,cinnamic acid biosynthetic process,biological_process
GO:0009819,drought recovery,biological_process
GO:0016841,ammonia-lyase activity,molecular_function
GO:0045548,phenylalanine ammonia-lyase activity,molecular_function
GO:0046244,salicylic acid catabolic process,biological_process
GO:0005746,mitochondrial respiratory chain,cellular_component
GO:0009979,16:0 monogalactosyldiacylglycerol desaturase activity,molecular_function
GO:0010205,photoinhibition,biological_process
GO:0042221,response to chemical,biological_process
GO:0046034,ATP metabolic process,biological_process
GO:0009533,chloroplast stromal thylakoid,cellular_component
GO:0009765,"photosynthesis, light harvesting",biological_process
GO:0009783,photosystem II antenna complex,cellular_component
GO:0010196,nonphotochemical quenching,biological_process
GO:0030076,light-harvesting complex,cellular_component
GO:0000234,phosphoethanolamine N-methyltransferase activity,molecular_function
GO:0006656,phosphatidylcholine biosynthetic process,biological_process
GO:0042425,choline biosynthetic process,biological_process
GO:0009920,cell plate formation involved in plant-type cell wall biogenesis,biological_process
GO:0030981,cortical microtubule cytoskeleton,cellular_component
GO:0031407,oxylipin metabolic process,biological_process
GO:0031969,chloroplast membrane,cellular_component
GO:0034389,lipid particle organization,biological_process
GO:0043231,intracellular membrane-bounded organelle,cellular_component
GO:0071614,linoleic acid epoxygenase activity,molecular_function
GO:0034432,bis(5'-adenosyl)-pentaphosphatase activity,molecular_function
GO:0031930,mitochondria-nucleus signaling pathway,biological_process
GO:0030173,integral component of Golgi membrane,cellular_component
GO:0008276,protein methyltransferase activity,molecular_function
GO:0052386,cell wall thickening,biological_process
GO:0047262,polygalacturonate 4-alpha-galacturonosyltransferase activity,molecular_function
GO:0004379,glycylpeptide N-tetradecanoyltransferase activity,molecular_function
GO:0010064,embryonic shoot morphogenesis,biological_process
GO:0019107,myristoyltransferase activity,molecular_function
GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,molecular_function
GO:0006529,asparagine biosynthetic process,biological_process
GO:0005290,L-histidine transmembrane transporter activity,molecular_function
GO:0015809,arginine transport,biological_process
GO:0015817,histidine transport,biological_process
GO:0019899,enzyme binding,molecular_function
GO:0046906,tetrapyrrole binding,molecular_function
GO:0033588,Elongator holoenzyme complex,cellular_component
GO:0000478,endonucleolytic cleavage involved in rRNA processing,biological_process
GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)",cellular_component
GO:0005753,mitochondrial proton-transporting ATP synthase complex,cellular_component
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",cellular_component
GO:0047940,glucuronokinase activity,molecular_function
GO:0030127,COPII vesicle coat,cellular_component
GO:0004652,polynucleotide adenylyltransferase activity,molecular_function
GO:0031123,RNA 3'-end processing,biological_process
GO:0043631,RNA polyadenylation,biological_process
GO:0005943,"phosphatidylinositol 3-kinase complex, class IA",cellular_component
GO:0005337,nucleoside transmembrane transporter activity,molecular_function
GO:0009095,"aromatic amino acid family biosynthetic process, prephenate pathway",biological_process
GO:0033853,aspartate-prephenate aminotransferase activity,molecular_function
GO:0033854,glutamate-prephenate aminotransferase activity,molecular_function
GO:0047714,galactolipase activity,molecular_function
GO:0009918,sterol delta7 reductase activity,molecular_function
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",molecular_function
GO:0010439,regulation of glucosinolate biosynthetic process,biological_process
GO:0007276,gamete generation,biological_process
GO:0009528,plastid inner membrane,cellular_component
GO:0043572,plastid fission,biological_process
GO:0055035,plastid thylakoid membrane,cellular_component
GO:0006085,acetyl-CoA biosynthetic process,biological_process
GO:0043295,glutathione binding,molecular_function
GO:0045005,DNA-dependent DNA replication maintenance of fidelity,biological_process
GO:0045910,negative regulation of DNA recombination,biological_process
GO:0004640,phosphoribosylanthranilate isomerase activity,molecular_function
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,biological_process
GO:0010233,phloem transport,biological_process
GO:0000976,transcription regulatory region sequence-specific DNA binding,molecular_function
GO:0004824,lysine-tRNA ligase activity,molecular_function
GO:0006430,lysyl-tRNA aminoacylation,biological_process
GO:0080048,GDP-D-glucose phosphorylase activity,molecular_function
GO:0000776,kinetochore,cellular_component
GO:0007094,mitotic spindle assembly checkpoint,biological_process
GO:0009787,regulation of abscisic acid-activated signaling pathway,biological_process
GO:0010337,regulation of salicylic acid metabolic process,biological_process
GO:0040008,regulation of growth,biological_process
GO:0005754,"mitochondrial proton-transporting ATP synthase, catalytic core",cellular_component
GO:0006818,hydrogen transport,biological_process
GO:0016469,proton-transporting two-sector ATPase complex,cellular_component
GO:0009916,alternative oxidase activity,molecular_function
GO:0045333,cellular respiration,biological_process
GO:0010215,cellulose microfibril organization,biological_process
GO:0046855,inositol phosphate dephosphorylation,biological_process
GO:0048577,"negative regulation of short-day photoperiodism, flowering",biological_process
GO:0060862,negative regulation of floral organ abscission,biological_process
GO:0060867,fruit abscission,biological_process
GO:2000692,negative regulation of seed maturation,biological_process
GO:0046577,long-chain-alcohol oxidase activity,molecular_function
GO:0080170,hydrogen peroxide transmembrane transport,biological_process
GO:0004124,cysteine synthase activity,molecular_function
GO:0006535,cysteine biosynthetic process from serine,biological_process
GO:0008517,folic acid transporter activity,molecular_function
GO:0015884,folic acid transport,biological_process
GO:0003840,gamma-glutamyltransferase activity,molecular_function
GO:0006751,glutathione catabolic process,biological_process
GO:0006805,xenobiotic metabolic process,biological_process
GO:0016756,glutathione gamma-glutamylcysteinyltransferase activity,molecular_function
GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",molecular_function
GO:0051973,positive regulation of telomerase activity,biological_process
GO:0080134,regulation of response to stress,biological_process
GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity,molecular_function
GO:0016972,thiol oxidase activity,molecular_function
GO:0080161,auxin transmembrane transporter activity,molecular_function
GO:0080162,intracellular auxin transport,biological_process
GO:0016051,carbohydrate biosynthetic process,biological_process
GO:0051782,negative regulation of cell division,biological_process
GO:0016720,delta12-fatty acid dehydrogenase activity,molecular_function
GO:0045485,omega-6 fatty acid desaturase activity,molecular_function
GO:0003855,3-dehydroquinate dehydratase activity,molecular_function
GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,molecular_function
GO:1990714,hydroxyproline O-galactosyltransferase activity,molecular_function
GO:0016197,endosomal transport,biological_process
GO:0000009,"alpha-1,6-mannosyltransferase activity",molecular_function
GO:0030433,ER-associated ubiquitin-dependent protein catabolic process,biological_process
GO:0004583,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,molecular_function
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process
GO:0046527,glucosyltransferase activity,molecular_function
GO:0004142,diacylglycerol cholinephosphotransferase activity,molecular_function
GO:0006657,CDP-choline pathway,biological_process
GO:0046470,phosphatidylcholine metabolic process,biological_process
GO:0010254,nectary development,biological_process
GO:0048479,style development,biological_process
GO:0003830,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",molecular_function
GO:0009583,detection of light stimulus,biological_process
GO:0010343,singlet oxygen-mediated programmed cell death,biological_process
GO:0010617,circadian regulation of calcium ion oscillation,biological_process
GO:0046685,response to arsenic-containing substance,biological_process
GO:0004807,triose-phosphate isomerase activity,molecular_function
GO:0043462,regulation of ATPase activity,biological_process
GO:0008381,mechanically-gated ion channel activity,molecular_function
GO:0006354,"DNA-templated transcription, elongation",biological_process
GO:0043255,regulation of carbohydrate biosynthetic process,biological_process
GO:0004462,lactoylglutathione lyase activity,molecular_function
GO:0009957,epidermal cell fate specification,biological_process
GO:0009299,mRNA transcription,biological_process
GO:0031351,integral component of plastid membrane,cellular_component
GO:0005666,DNA-directed RNA polymerase III complex,cellular_component
GO:0006383,transcription from RNA polymerase III promoter,biological_process
GO:0005338,nucleotide-sugar transmembrane transporter activity,molecular_function
GO:0005351,sugar:proton symporter activity,molecular_function
GO:0015136,sialic acid transmembrane transporter activity,molecular_function
GO:0015739,sialic acid transport,biological_process
GO:0004828,serine-tRNA ligase activity,molecular_function
GO:0006434,seryl-tRNA aminoacylation,biological_process
GO:0004673,protein histidine kinase activity,molecular_function
GO:0008020,G-protein coupled photoreceptor activity,molecular_function
GO:0009584,detection of visible light,biological_process
GO:0009881,photoreceptor activity,molecular_function
GO:0009883,red or far-red light photoreceptor activity,molecular_function
GO:0010018,far-red light signaling pathway,biological_process
GO:0010161,red light signaling pathway,biological_process
GO:0010201,response to continuous far red light stimulus by the high-irradiance response system,biological_process
GO:0010203,response to very low fluence red light stimulus,biological_process
GO:0016604,nuclear body,cellular_component
GO:0017006,protein-tetrapyrrole linkage,biological_process
GO:0018106,peptidyl-histidine phosphorylation,biological_process
GO:0031516,far-red light photoreceptor activity,molecular_function
GO:0006402,mRNA catabolic process,biological_process
GO:0030014,CCR4-NOT complex,cellular_component
GO:0009635,response to herbicide,biological_process
GO:0009501,amyloplast,cellular_component
GO:0030931,heterotetrameric ADPG pyrophosphorylase complex,cellular_component
GO:0005381,iron ion transmembrane transporter activity,molecular_function
GO:0006875,cellular metal ion homeostasis,biological_process
GO:0015088,copper uptake transmembrane transporter activity,molecular_function
GO:0034755,iron ion transmembrane transport,biological_process
GO:0045037,protein import into chloroplast stroma,biological_process
GO:0016992,lipoate synthase activity,molecular_function
GO:0044183,protein binding involved in protein folding,molecular_function
GO:0048522,positive regulation of cellular process,biological_process
GO:0004499,"N,N-dimethylaniline monooxygenase activity",molecular_function
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process
GO:0030687,"preribosome, large subunit precursor",cellular_component
GO:0043021,ribonucleoprotein complex binding,molecular_function
GO:0017025,TBP-class protein binding,molecular_function
GO:0004003,ATP-dependent DNA helicase activity,molecular_function
GO:0005085,guanyl-nucleotide exchange factor activity,molecular_function
GO:0003935,GTP cyclohydrolase II activity,molecular_function
GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",molecular_function
GO:0043754,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity,molecular_function
GO:0046949,fatty-acyl-CoA biosynthetic process,biological_process
GO:0010942,positive regulation of cell death,biological_process
GO:0031349,positive regulation of defense response,biological_process
GO:0004163,diphosphomevalonate decarboxylase activity,molecular_function
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",biological_process
GO:0015976,carbon utilization,biological_process
GO:0000326,protein storage vacuole,cellular_component
GO:0042807,central vacuole,cellular_component
GO:0019028,viral capsid,cellular_component
GO:0004664,prephenate dehydratase activity,molecular_function
GO:0009094,L-phenylalanine biosynthetic process,biological_process
GO:0047769,arogenate dehydratase activity,molecular_function
GO:0004747,ribokinase activity,molecular_function
GO:0006014,D-ribose metabolic process,biological_process
GO:0004148,dihydrolipoyl dehydrogenase activity,molecular_function
GO:0004419,hydroxymethylglutaryl-CoA lyase activity,molecular_function
GO:0046951,ketone body biosynthetic process,biological_process
GO:0004017,adenylate kinase activity,molecular_function
GO:0008047,enzyme activator activity,molecular_function
GO:0008987,quinolinate synthetase A activity,molecular_function
GO:0019805,quinolinate biosynthetic process,biological_process
GO:0051176,positive regulation of sulfur metabolic process,biological_process
GO:0051347,positive regulation of transferase activity,biological_process
GO:0008418,protein-N-terminal asparagine amidohydrolase activity,molecular_function
GO:0004821,histidine-tRNA ligase activity,molecular_function
GO:0006427,histidyl-tRNA aminoacylation,biological_process
GO:0007093,mitotic cell cycle checkpoint,biological_process
GO:0051304,chromosome separation,biological_process
GO:0070652,HAUS complex,cellular_component
GO:0004750,ribulose-phosphate 3-epimerase activity,molecular_function
GO:0010266,response to vitamin B1,biological_process
GO:0080041,ADP-ribose pyrophosphohydrolase activity,molecular_function
GO:0042732,D-xylose metabolic process,biological_process
GO:0048040,UDP-glucuronate decarboxylase activity,molecular_function
GO:0000103,sulfate assimilation,biological_process
GO:0008430,selenium binding,molecular_function
GO:0071291,cellular response to selenium ion,biological_process
GO:0010038,response to metal ion,biological_process
GO:0015446,arsenite-transmembrane transporting ATPase activity,molecular_function
GO:0015700,arsenite transport,biological_process
GO:0046870,cadmium ion binding,molecular_function
GO:0046938,phytochelatin biosynthetic process,biological_process
GO:0071992,phytochelatin transmembrane transporter activity,molecular_function
GO:0071994,phytochelatin transmembrane transport,biological_process
GO:0005788,endoplasmic reticulum lumen,cellular_component
GO:0031965,nuclear membrane,cellular_component
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,molecular_function
GO:0052624,"2-phytyl-1,4-naphthoquinone methyltransferase activity",molecular_function
GO:0080150,S-adenosyl-L-methionine:benzoic acid carboxyl methyl transferase activity,molecular_function
GO:0000015,phosphopyruvate hydratase complex,cellular_component
GO:0004634,phosphopyruvate hydratase activity,molecular_function
GO:0010074,maintenance of meristem identity,biological_process
GO:0019144,ADP-sugar diphosphatase activity,molecular_function
GO:0080042,ADP-glucose pyrophosphohydrolase activity,molecular_function
GO:0000785,chromatin,cellular_component
GO:0000186,activation of MAPKK activity,biological_process
GO:0004709,MAP kinase kinase kinase activity,molecular_function
GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,molecular_function
GO:0030104,water homeostasis,biological_process
GO:0002161,aminoacyl-tRNA editing activity,molecular_function
GO:0004823,leucine-tRNA ligase activity,molecular_function
GO:0006429,leucyl-tRNA aminoacylation,biological_process
GO:0006450,regulation of translational fidelity,biological_process
GO:0043484,regulation of RNA splicing,biological_process
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic",biological_process
GO:0009961,response to 1-aminocyclopropane-1-carboxylic acid,biological_process
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA,biological_process
GO:0000387,spliceosomal snRNP assembly,biological_process
GO:0003885,"D-arabinono-1,4-lactone oxidase activity",molecular_function
GO:0016633,galactonolactone dehydrogenase activity,molecular_function
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",molecular_function
GO:0080049,"L-gulono-1,4-lactone dehydrogenase activity",molecular_function
GO:0010588,cotyledon vascular tissue pattern formation,biological_process
GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",molecular_function
GO:0045857,"negative regulation of molecular function, epigenetic",biological_process
GO:0010468,regulation of gene expression,biological_process
GO:0008409,5'-3' exonuclease activity,molecular_function
GO:0005798,Golgi-associated vesicle,cellular_component
GO:0031514,motile cilium,cellular_component
GO:0003999,adenine phosphoribosyltransferase activity,molecular_function
GO:0006168,adenine salvage,biological_process
GO:0045727,positive regulation of translation,biological_process
GO:0000164,protein phosphatase type 1 complex,cellular_component
GO:0032515,negative regulation of phosphoprotein phosphatase activity,biological_process
GO:0045550,geranylgeranyl reductase activity,molecular_function
GO:0051188,cofactor biosynthetic process,biological_process
GO:0004311,farnesyltranstransferase activity,molecular_function
GO:0005953,CAAX-protein geranylgeranyltransferase complex,cellular_component
GO:0008318,protein prenyltransferase activity,molecular_function
GO:0008360,regulation of cell shape,biological_process
GO:0018342,protein prenylation,biological_process
GO:0018344,protein geranylgeranylation,biological_process
GO:0048509,regulation of meristem development,biological_process
GO:0000789,cytoplasmic chromatin,cellular_component
GO:0005652,nuclear lamina,cellular_component
GO:0006997,nucleus organization,biological_process
GO:0034399,nuclear periphery,cellular_component
GO:0097298,regulation of nucleus size,biological_process
GO:0015662,"ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism",molecular_function
GO:0033562,co-transcriptional gene silencing by RNA interference machinery,biological_process
GO:0080165,callose deposition in phloem sieve plate,biological_process
GO:0046827,positive regulation of protein export from nucleus,biological_process
GO:0031307,integral component of mitochondrial outer membrane,cellular_component
GO:1900865,chloroplast RNA modification,biological_process
GO:0006400,tRNA modification,biological_process
GO:0008479,queuine tRNA-ribosyltransferase activity,molecular_function
GO:0008616,queuosine biosynthetic process,biological_process
GO:0010099,regulation of photomorphogenesis,biological_process
GO:0004594,pantothenate kinase activity,molecular_function
GO:0004322,ferroxidase activity,molecular_function
GO:0006879,cellular iron ion homeostasis,biological_process
GO:0008199,ferric iron binding,molecular_function
GO:0080118,brassinosteroid sulfotransferase activity,molecular_function
GO:0010555,response to mannitol,biological_process
GO:0019001,guanyl nucleotide binding,molecular_function
GO:0031683,G-protein beta/gamma-subunit complex binding,molecular_function
GO:2000067,regulation of root morphogenesis,biological_process
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,molecular_function
GO:0004515,nicotinate-nucleotide adenylyltransferase activity,molecular_function
GO:0031357,integral component of chloroplast inner membrane,cellular_component
GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",biological_process
GO:0000578,embryonic axis specification,biological_process
GO:0032509,endosome transport via multivesicular body sorting pathway,biological_process
GO:0000175,3'-5'-exoribonuclease activity,molecular_function
GO:0000957,mitochondrial RNA catabolic process,biological_process
GO:0000963,mitochondrial RNA processing,biological_process
GO:0004654,polyribonucleotide nucleotidyltransferase activity,molecular_function
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",biological_process
GO:0009786,regulation of asymmetric cell division,biological_process
GO:0010374,stomatal complex development,biological_process
GO:0016035,zeta DNA polymerase complex,cellular_component
GO:0019985,translesion synthesis,biological_process
GO:0019781,NEDD8 activating enzyme activity,molecular_function
GO:0045116,protein neddylation,biological_process
GO:0008154,actin polymerization or depolymerization,biological_process
GO:0048569,post-embryonic organ development,biological_process
GO:0004819,glutamine-tRNA ligase activity,molecular_function
GO:0006425,glutaminyl-tRNA aminoacylation,biological_process
GO:0019204,obsolete nucleotide phosphatase activity,molecular_function
GO:0000254,C-4 methylsterol oxidase activity,molecular_function
GO:0080065,4-alpha-methyl-delta7-sterol oxidation,biological_process
GO:0016279,protein-lysine N-methyltransferase activity,molecular_function
GO:0018023,peptidyl-lysine trimethylation,biological_process
GO:0030785,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity,molecular_function
GO:0046621,negative regulation of organ growth,biological_process
GO:0048317,seed morphogenesis,biological_process
GO:0048482,ovule morphogenesis,biological_process
GO:0035194,posttranscriptional gene silencing by RNA,biological_process
GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity,molecular_function
GO:0006090,pyruvate metabolic process,biological_process
GO:0045254,pyruvate dehydrogenase complex,cellular_component
GO:0008395,steroid hydroxylase activity,molecular_function
GO:0051920,peroxiredoxin activity,molecular_function
GO:0010031,circumnutation,biological_process
GO:0010629,negative regulation of gene expression,biological_process
GO:0005719,nuclear euchromatin,cellular_component
GO:0035101,FACT complex,cellular_component
GO:0010158,abaxial cell fate specification,biological_process
GO:0045543,gibberellin 2-beta-dioxygenase activity,molecular_function
GO:0045980,negative regulation of nucleotide metabolic process,biological_process
GO:0009186,deoxyribonucleoside diphosphate metabolic process,biological_process
GO:0010492,maintenance of shoot apical meristem identity,biological_process
GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters",molecular_function
GO:0051781,positive regulation of cell division,biological_process
GO:0016846,carbon-sulfur lyase activity,molecular_function
GO:0005938,cell cortex,cellular_component
GO:0071446,cellular response to salicylic acid stimulus,biological_process
GO:0071470,cellular response to osmotic stress,biological_process
GO:0008242,omega peptidase activity,molecular_function
GO:0008622,epsilon DNA polymerase complex,cellular_component
GO:0032440,2-alkenal reductase [NAD(P)] activity,molecular_function
GO:0042274,ribosomal small subunit biogenesis,biological_process
GO:0043680,filiform apparatus,cellular_component
GO:0015200,methylammonium transmembrane transporter activity,molecular_function
GO:0072489,methylammonium transmembrane transport,biological_process
GO:0030048,actin filament-based movement,biological_process
GO:0009526,plastid envelope,cellular_component
GO:0046786,viral replication complex formation and maintenance,biological_process
GO:0048610,obsolete cellular process involved in reproduction,biological_process
GO:0009089,lysine biosynthetic process via diaminopimelate,biological_process
GO:0010285,"L,L-diaminopimelate aminotransferase activity",molecular_function
GO:0004618,phosphoglycerate kinase activity,molecular_function
GO:0010327,acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase activity,molecular_function
GO:0009840,chloroplastic endopeptidase Clp complex,cellular_component
GO:1902171,regulation of tocopherol cyclase activity,biological_process
GO:0005782,peroxisomal matrix,cellular_component
GO:0006515,misfolded or incompletely synthesized protein catabolic process,biological_process
GO:0043233,organelle lumen,cellular_component
GO:0007219,Notch signaling pathway,biological_process
GO:0016048,detection of temperature stimulus,biological_process
GO:0008559,xenobiotic-transporting ATPase activity,molecular_function
GO:0010315,auxin efflux,biological_process
GO:0005347,ATP transmembrane transporter activity,molecular_function
GO:0015217,ADP transmembrane transporter activity,molecular_function
GO:0015866,ADP transport,biological_process
GO:0015867,ATP transport,biological_process
GO:0080121,AMP transport,biological_process
GO:0080122,AMP transmembrane transporter activity,molecular_function
GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",molecular_function
GO:0051716,cellular response to stimulus,biological_process
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",molecular_function
GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase,molecular_function
GO:0000822,inositol hexakisphosphate binding,molecular_function
GO:0010011,auxin binding,molecular_function
GO:0071249,cellular response to nitrate,biological_process
GO:0000041,transition metal ion transport,biological_process
GO:0008195,phosphatidate phosphatase activity,molecular_function
GO:0035265,organ growth,biological_process
GO:0071836,nectar secretion,biological_process
GO:0003919,FMN adenylyltransferase activity,molecular_function
GO:0008531,riboflavin kinase activity,molecular_function
GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,molecular_function
GO:0008705,methionine synthase activity,molecular_function
GO:0015977,carbon fixation,biological_process
GO:0016984,ribulose-bisphosphate carboxylase activity,molecular_function
GO:0004630,phospholipase D activity,molecular_function
GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",molecular_function
GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,molecular_function
GO:0043138,3'-5' DNA helicase activity,molecular_function
GO:0016836,hydro-lyase activity,molecular_function
GO:0000176,nuclear exosome (RNase complex),cellular_component
GO:0008974,phosphoribulokinase activity,molecular_function
GO:0010098,suspensor development,biological_process
GO:0080159,zygote elongation,biological_process
GO:0001700,embryonic development via the syncytial blastoderm,biological_process
GO:0005623,cell,cellular_component
GO:0031124,mRNA 3'-end processing,biological_process
GO:0070825,micropyle,cellular_component
GO:0045486,naringenin 3-dioxygenase activity,molecular_function
GO:0001887,selenium compound metabolic process,biological_process
GO:0003962,cystathionine gamma-synthase activity,molecular_function
GO:0009677,double fertilization forming two zygotes,biological_process
GO:0045962,"positive regulation of development, heterochronic",biological_process
GO:0030337,DNA polymerase processivity factor activity,molecular_function
GO:0042276,error-prone translesion synthesis,biological_process
GO:0043626,PCNA complex,cellular_component
GO:0005047,signal recognition particle binding,molecular_function
GO:0030942,endoplasmic reticulum signal peptide binding,molecular_function
GO:0044599,AP-5 adaptor complex,cellular_component
GO:0000105,histidine biosynthetic process,biological_process
GO:0000107,imidazoleglycerol-phosphate synthase activity,molecular_function
GO:0016833,oxo-acid-lyase activity,molecular_function
GO:0005358,high-affinity hydrogen:glucose symporter activity,molecular_function
GO:0009679,hexose:proton symporter activity,molecular_function
GO:0034450,ubiquitin-ubiquitin ligase activity,molecular_function
GO:0045747,positive regulation of Notch signaling pathway,biological_process
GO:0004345,glucose-6-phosphate dehydrogenase activity,molecular_function
GO:0006828,manganese ion transport,biological_process
GO:0010042,response to manganese ion,biological_process
GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity,molecular_function
GO:0009423,chorismate biosynthetic process,biological_process
GO:0009150,purine ribonucleotide metabolic process,biological_process
GO:0033699,DNA 5'-adenosine monophosphate hydrolase activity,molecular_function
GO:0047627,adenylylsulfatase activity,molecular_function
GO:0004108,citrate (Si)-synthase activity,molecular_function
